timestamp,asset_id,asset_type,temperature,vibration,pressure,voltage,current,rpm,torque,tool_wear,fault_status,fault_type,source_dataset,Normalized_Temp,Normalized_Vibration,Normalized_Pressure,Normalized_Voltage,Normalized_Current,FFT_Feature1,FFT_Feature2,Anomaly_Score
2015-02-01 00:00:00,TUR-1,Turbine,58.18018003931781,0.6065162172245139,25.02927765103301,231.23671350558868,8.343363585469842,3036.916350621076,34.92350434701719,0.0,0,None,equipment_anomaly_data.csv,0.3436410816127079,0.19094969302881853,0.2807046004220522,0.5949244235660629,0.3627536735173965,0.13610446984348415,0.0603556100126804,0.3200911274261113
2015-02-01 00:01:00,COM-2,Compressor,75.74071220894001,2.338094753751008,22.95401759548667,228.61357427954596,8.462007740262388,1482.145368651424,33.83544325979952,0.0,0,None,equipment_anomaly_data.csv,0.46959432938786644,0.5105042977873381,0.2534941186967146,0.31572093214605323,0.4675326961325776,0.34275610801732515,0.17215436618121424,0.24403364968191077
2015-02-01 00:02:00,TUR-3,Turbine,71.35859424081657,1.3891983049086754,27.27683031893662,230.69052462826897,8.777669380560225,2989.4329796104453,33.76734437021594,0.0,0,None,equipment_anomaly_data.csv,0.43816350571534557,0.3353899594710206,0.3101741556391329,0.5367887973635237,0.7463051161084666,0.20323551278951077,0.1198874786144627,0.19036448445733692
2015-02-01 00:03:00,PUM-4,Pump,71.61698526704753,1.7706896863176191,32.24292130393475,229.25691385020636,8.598123791545545,1503.1171193548246,35.3687340115462,0.0,0,None,equipment_anomaly_data.csv,0.44001682021831057,0.4057923842143187,0.3752887554371232,0.38419715045491265,0.5877417940070141,0.258961944878955,0.14618722871323506,0.034435305864645153
2015-02-01 00:04:00,PUM-5,Pump,66.50683203881802,0.3453979892955756,45.19747079743589,229.60711663235486,8.616691877626009,1501.330612851037,35.29575216617078,0.0,0,None,equipment_anomaly_data.csv,0.4033641499286456,0.14276156274137652,0.5451467601295006,0.4214722742875009,0.6041399546643799,0.12189598809913209,0.04889693159129199,0.21869222472873034
2015-02-01 00:05:00,COM-1,Compressor,49.5109594501023,4.809297752752174,76.42672868018283,230.0571251202403,8.423613689456815,1505.637304672121,34.581495262345456,0.0,1,Structural Anomaly,equipment_anomaly_data.csv,0.28146093363405705,0.9665530885098047,0.9546198517756591,0.4693705862561725,0.4336254958606405,0.652166660352369,0.789962711449105,0.6723698095956241
2015-02-01 00:06:00,COM-2,Compressor,66.90350286011939,1.5483453514434098,45.53075870015616,229.85661073792812,8.554180770558924,1524.4312651748849,34.29384599674244,0.0,0,None,equipment_anomaly_data.csv,0.406209278866536,0.3647597919568801,0.5495167784132373,0.4480280989548237,0.5489340938064663,0.24174143315697685,0.14600298069785508,0.07376627301650308
2015-02-01 00:07:00,TUR-3,Turbine,148.92336873207364,0.1098188807132133,22.21412136759172,227.9886732302085,8.61524531877465,3034.165018451851,35.632696139553474,0.0,1,Structural Anomaly,equipment_anomaly_data.csv,0.9944983118450722,0.09928655577841666,0.24379271634283883,0.24920728581159568,0.602862445267766,0.06441802047211176,0.5022232118612215,0.6969954693219189
2015-02-01 00:08:00,PUM-4,Pump,50.40329876120224,2.231717827130497,45.39989897809707,231.65817442539597,8.46266210208513,1488.701863825807,34.29462288720757,0.0,0,None,equipment_anomaly_data.csv,0.28786125415195757,0.49087294060394804,0.5478009664280572,0.6397841699108293,0.4681105871575794,0.2687606683379908,0.16481279931181408,0.234906684649919
2015-02-01 00:09:00,COM-5,Compressor,63.88614752611372,1.139279625084897,33.80291244598566,231.36129106251067,8.274620128561942,1510.8957018897643,35.587446221393954,0.0,0,None,equipment_anomaly_data.csv,0.3845672408953207,0.28926865265864754,0.3957431126387751,0.6081842949826739,0.30204379498530187,0.18666864949348405,0.11283731654482908,0.1684509405275021
2015-02-01 00:10:00,COM-1,Compressor,53.07043185804615,2.0716521371650067,44.10520264774095,229.82442020824865,8.470358508939272,1522.418016925138,36.170405046774576,0.0,0,None,equipment_anomaly_data.csv,0.306991316529978,0.4613335768307477,0.5308251128511222,0.44460178128630795,0.4749075674996442,0.2877047283843678,0.16155156889850708,0.12389635669332287
2015-02-01 00:11:00,PUM-2,Pump,141.26030984408388,2.7256907331768128,54.23905839448483,231.1212783520749,8.239884347752938,1491.0473993937253,35.72869541551037,0.0,1,Structural Anomaly,equipment_anomaly_data.csv,0.9395348776215768,0.5820332971360253,0.6636986271208251,0.5826376575516367,0.2713673476769065,0.35418295717908416,0.646018103939723,0.8361157266620806
2015-02-01 00:12:00,COM-3,Compressor,68.49162288433304,1.1950486465253989,45.43867810655463,229.52276580639443,8.61000293670974,1503.801000259119,33.98216957554138,0.0,0,None,equipment_anomaly_data.csv,0.41760009965569755,0.2995605610117841,0.5483094322289571,0.4124940832412551,0.5982327045957798,0.16641255042792655,0.11489549479450188,0.08052906391460901
