rms_velocity,peak_acceleration,bpfi_amplitude,bpfo_amplitude,bsf_amplitude,crest_factor,kurtosis,skewness,spectral_entropy,temperature,label,label_name
1.2914151239263294,2.6680127150076034,0.06500902391612914,0.05881129432782428,0.010489648113461633,1.848910246568841,3.0639202015836426,0.0,4.4949596527487135,50.7347803621321,0,Healthy
1.4638193924588485,4.122233548343159,0.05132061395122432,0.06254482413936066,0.03467509342252045,2.070353768558381,3.1843753920412494,0.0,4.763535090392182,54.75037044506873,0,Healthy
1.1445412909364219,2.955256364476847,0.07445082677348061,0.03690941035862396,0.025716721778368926,2.3239332247558853,3.266154592776674,0.07308881287281567,4.623819783478797,57.15410501503941,0,Healthy
1.8424942802611382,3.1748679868923073,0.039755145418569254,0.023724545435042446,0.03615979422575496,3.064486146360446,2.9430262711725623,0.0,4.252655635292628,58.252963939123504,0,Healthy
1.4229762513610327,3.934523414644156,0.03668980585422611,0.044643226461334395,0.03116685809140728,2.6093442983645065,3.435714388974095,0.044719109754936454,4.703674068921568,55.33789534744446,0,Healthy
1.2867358196069951,4.005030580670832,0.020856883602886674,0.033606575672853974,0.025296273457072044,2.180561075878329,2.862428874386658,0.2989882622468792,4.240250665292027,59.84139177295741,0,Healthy
0.6951390685152585,3.23209197601138,0.053255061302100115,0.05172444662718556,0.03711226579792855,2.8966736175999626,2.8256374638757813,0.0,4.757392764377146,54.043478375591924,0,Healthy
0.8172941029986234,2.5933702287972156,0.031610954279967775,0.04994321488107528,0.03142425736070565,2.845242677033884,2.786373676831733,0.031707938215342846,4.687677118190201,53.45326730139881,0,Healthy
1.3370325712672233,2.970459247146679,0.042738923068698566,0.032365242120033416,0.0180416035441096,2.743486240392791,2.7652988298986383,0.002498823745537486,4.644223997671773,57.23265588014972,0,Healthy
1.3996155326918358,3.421211612392461,0.04153403375911693,0.03840563578187202,0.013126655660419699,1.7764437637884565,2.338650193822799,0.0,4.619932268017031,50.472604723199694,0,Healthy
1.086551233788183,4.539382638228853,0.04287472057877148,0.054750311369341734,0.02066382319990123,2.397281221066185,2.524988972544709,0.0,4.7520924412372185,46.36339788403826,0,Healthy
1.3303270930637572,3.6901884818658224,0.038117000886064116,0.011078842912230907,0.030721295077138694,2.2352536454680987,3.116338105677352,0.004370429104688576,4.980533667396275,53.80322186263488,0,Healthy
0.8929507522134406,3.643420507965053,0.054399933679435304,0.06718375150480874,0.038351112459145784,2.6784355295747546,3.731651445609781,0.0,4.308074540175076,50.36712029297237,0,Healthy
1.0830570590532695,2.398651081954953,0.06270301893628809,0.03555554605802454,0.01529193705497342,1.992210459396229,3.156756923725098,0.16762531357887622,5.099019267507536,69.56931233003665,0,Healthy
