rms_velocity,peak_acceleration,bpfi_amplitude,bpfo_amplitude,bsf_amplitude,crest_factor,kurtosis,skewness,spectral_entropy,temperature,label,label_name,source_file
12.27164087394056,43.67400766225962,0.003657062809004601,0.0,0.000303325729605845,3.5589378886570535,2.96066972836241,-0.11865927064787014,5.086889055307354,61.13582043697028,3,Ball Defect,B007_1_123.mat
12.577829540816776,43.88358055889423,0.004498081392137534,0.0,0.0001491733916649867,3.488962894312251,2.8366195414799216,-0.04560581656641837,5.0089845246558795,61.28891477040839,3,Ball Defect,B007_1_123.mat
13.245558216117878,44.546087199519235,0.006076257494918861,0.0,0.000308792318093317,3.3630962525470056,2.9213011717012303,0.174824994227455,5.085985438312935,61.622779108058936,3,Ball Defect,B007_1_123.mat
14.81532027407242,45.857430468749996,0.0038224218377200616,0.0,0.0002378252555761579,3.0952709506390415,2.854505719791582,0.09969118916191748,4.9240311394016665,62.40766013703621,3,Ball Defect,B007_1_123.mat
14.961395527073762,45.85625904447115,0.004820884545151036,0.0,0.00030072250687924323,3.064972044986768,2.7286000064325453,0.04036930923923244,5.020470538014984,62.48069776353688,3,Ball Defect,B007_1_123.mat
14.03768298383575,46.80357457932692,0.006416197365710845,0.0,0.00020781665860558914,3.33413816462594,3.019388353781575,0.037943114073839636,4.990395593842972,62.018841491917875,3,Ball Defect,B007_1_123.mat
15.702909412309992,56.39855805288462,0.0038336461813658538,0.0,0.00036044666147862166,3.5915992745059113,3.1377559045681704,-0.02328340681194486,4.974442887976944,62.851454706154996,3,Ball Defect,B007_1_123.mat
14.736035171647599,56.426346274038465,0.004587137285428066,0.0,1.2174438465216003e-05,3.829140309233503,3.3456377587760735,-0.03407805004821663,4.988168443453965,62.3680175858238,3,Ball Defect,B007_1_123.mat
13.815510557770242,60.10750123197116,0.005410329514611718,0.0,0.00041047546875447294,4.350726017734102,3.4061017836153,-0.08159250359909472,5.0427540337934404,61.90775527888512,3,Ball Defect,B007_1_123.mat
14.32230930286334,60.05150715144231,0.003911283285270849,0.0,0.00033950002007603736,4.192864843341758,3.275413472808844,-0.16076581487409505,5.013853091011166,62.16115465143167,3,Ball Defect,B007_1_123.mat
13.87295420683197,46.54700210336538,0.003383339125632315,0.0,0.0002666182262954343,3.3552336012500157,2.834211674280864,-0.13142401670325374,5.024402866644191,61.93647710341598,3,Ball Defect,B007_1_123.mat
14.3489642244642,43.16844131610576,0.0035067026359131112,0.0,0.000377927437099,3.0084709001159773,2.87756343664566,-0.04723440231086042,5.020341651946912,62.1744821122321,3,Ball Defect,B007_1_123.mat
13.842763468169597,51.275318689903834,0.004197993568176501,0.0,0.0001954383318100868,3.70412445519333,3.311343748229441,-0.11425781938243303,4.894154236394989,61.9213817340848,3,Ball Defect,B007_1_123.mat
14.146850679758114,51.185414423076914,0.004983356674096427,0.0,0.00025576083876946757,3.618149055345235,3.0701559898875637,-0.09947328061015935,5.1016575930018,62.07342533987906,3,Ball Defect,B007_1_123.mat
15.008341247111614,47.31383680889422,0.0003422587018924094,0.0,0.0002687912897564297,3.152502733638194,2.7303698268566894,-0.021970325363993067,5.014975768188623,62.50417062355581,3,Ball Defect,B007_1_123.mat
15.204693461250072,47.247839783653845,0.005282922760199598,0.0,0.0001736417060961782,3.107450992291778,2.761290294649051,0.057749497446840894,5.017522282453684,62.60234673062504,3,Ball Defect,B007_1_123.mat
14.532551738182917,47.20883644831731,0.006987315185398416,0.0,0.0002924934031394898,3.2484891365829798,2.5807042513177247,0.07422463208108815,4.982946205211453,62.26627586909146,3,Ball Defect,B007_1_123.mat
14.115554162722812,51.143446874999995,0.0004758274464902883,0.0,0.00041178791290256,3.623197947839882,2.610055009338404,-0.09013074447478643,5.013758625928641,62.05777708136141,3,Ball Defect,B007_1_123.mat
13.635956020903128,50.89765150240385,0.005931597356856582,0.0,0.0003915215273894372,3.7326060178238114,2.9049530452493255,-0.1363359748701884,4.979590148829435,61.81797801045156,3,Ball Defect,B007_1_123.mat
13.189428565412545,37.4199975360577,0.006617280402544635,0.0,0.00021565820508746196,2.8371204522223556,2.6134893844030147,0.012417819847587991,5.004222065647827,61.59471428270627,3,Ball Defect,B007_1_123.mat
